StudentID,FirstName,LastName,Class,Term,Math,English,Science,History,Attendance (%),ProjectScore,Passed (Y/N),IncomeStudent,Cohort
1008,Isabella,Lee,11A,2,88,58,85,83,85,59,Y,TRUE,27-28
1075,Harper,Brown,10B,2,68,60,62,67,80.6,66,Y,FALSE,25-26
1105,Mason,Johnson,10A,2,74,51,81,85,90.4,69,Y,FALSE,25-26
1041,Ethan,Lee,10B,2,43,65,39,71,75.9,73,N,FALSE,27-28
1078,Emma,Taylor,10B,2,75,51,43,81,91,60,Y,FALSE,25-26
1099,Ava,White,12A,2,68,75,73,64,67,75,Y,TRUE,27-28
1147,Elijah,Morgan,10A,1,78,47,59,66,96.7,57,Y,TRUE,26-27
1027,Noah,White,10B,2,82,42,70,86,95.3,73,Y,FALSE,26-27
1064,Olivia,White,11B,1,69,67,81,74,92.1,65,Y,TRUE,27-28
1094,Noah,Taylor,12A,1,76,47,74,85,85.6,79,Y,FALSE,26-27
1117,Mia,Martin,10A,2,74,68,68,89,85.2,56,Y,FALSE,27-28
1136,Mia,Lee,11B,1,53,45,77,85,84.8,59,Y,TRUE,26-27
1145,Ethan,Smith,11A,1,70,100,55,85,73.1,74,Y,TRUE,25-26
1166,Benjamin,Martin,11B,1,72,67,62,76,86.7,73,Y,TRUE,25-26
1047,Olivia,Martin,12A,2,88,78,90,57,79.7,76,Y,FALSE,27-28
1032,Olivia,Morgan,12B,1,84,57,91,73,72.7,82,Y,FALSE,25-26
1034,Noah,Walker,10B,1,61,63,67,64,100,50,Y,FALSE,25-26
1090,Ava,Smith,11B,2,82,42,46,54,82,50,no,FALSE,27-28
1110,Mason,Taylor,10B,1,68,76,62,70,84.4,50,Y,TRUE,27-28
1002,Alice,Brown,12A,1,97,81,68,97,,89,Y,FALSE,26-27
1067,Elijah,Taylor,10A,2,58,69,60,71,100,70,Y,FALSE,27-28
1127,Logan,Martin,12A,1,78,100,94,61,79.9,85,Y,FALSE,27-28
1016,Mason,White,12B,2,44,85,78,63,79.7,77,Y,FALSE,26-27
1021,Olivia,Taylor,12B,1,77,90,70,53,79.1,85,Y,FALSE,25-26
1106,James,Morgan,11A,1,79,77,91,71,72.2,82,Y,FALSE,26-27
1069,Harper,Johnson,11A,2,72,64,69,73,93.4,53,Y,FALSE,27-28
1095,Amelia,White,11A,1,68,49,70,68,81.3,59,Y,TRUE,26-27
1103,Sophia,Walker,10B,1,71,56,63,53,87.8,79,Y,FALSE,27-28
1129,Mia,Walker,11A,1,66,84,83,78,97.1,50,Y,TRUE,26-27
1181,Logan,White,10B,1,60,71,58,72,80.5,53,Y,FALSE,26-27
1050,Logan,Taylor,10A,2,61,53,57,74,92.8,52,Y,FALSE,25-26
1089,Alice,Harris,10A,2,41,90,88,78,100,85,Y,FALSE,25-26
1160,Elijah,Johnson,12A,1,80,89,64,92,94.2,72,Y,FALSE,27-28
1193,Sophia,Brown,12A,2,64,72,77,84,91.4,68,Y,FALSE,26-27
1196,Alice,Taylor,12B,2,90,82,100,58,85.4,77,Y,TRUE,27-28
1077,Noah,Smith,11A,2,91,87,87,73,90.7,100,Y,FALSE,25-26
1076,Sophia,Morgan,12A,2,94,77,80,87,96.7,76,Y,FALSE,25-26
1096,Isabella,Smith,12A,2,71,72,83,81,75.1,68,Y,FALSE,26-27
1170,Benjamin,White,11B,2,62,65,95,54,100,64,Y,FALSE,26-27
1028,Evelyn,Walker,12A,1,58,76,74,92,86.1,75,Y,FALSE,27-28
1151,Amelia,Smith,11B,1,64,52,58,67,76.3,50,Y,TRUE,25-26
1185,Amelia,Morgan,12B,1,71,90,100,73,77.2,100,Y,FALSE,25-26
1074,Isabella,Morgan,12B,2,72,61,83,77,89.6,68,Y,FALSE,25-26
1109,Mia,Harris,11B,1,76,98,50,76,78.1,87,Y,TRUE,25-26
1134,Harper,Martin,10A,2,100,73,81,60,83.3,68,Y,TRUE,26-27
1132,Isabella,Johnson,11B,2,80,63,65,91,92.6,83,Y,FALSE,26-27
1190,Mason,Brown,11B,1,83,69,84,60,80,75,Y,FALSE,27-28
1013,Alice,White,12B,2,90,76,95,91,94.8,90,Y,FALSE,26-27
1018,Mia,Brown,12A,2,100,78,71,100,90.6,90,Y,FALSE,27-28
1175,Daniel,Smith,12A,2,73,59,77,87,77,71,Y,FALSE,27-28
1025,Daniel,Walker,11B,1,68,87,80,76,78.8,67,Y,FALSE,25-26
1037,Isabella,Harris,12A,2,73,65,88,46,86,91,Y,FALSE,26-27
1080,Evelyn,Taylor,10A,2,70,74,71,100,82.6,72,Y,FALSE,26-27
1148,Elijah,Walker,11B,1,84,62,WAIVE,74,76.4,72,Y,FALSE,25-26
1122,Logan,Brown,10A,2,82,73,67,45,100,71,Y,TRUE,26-27
1141,Ava,Lee,11A,1,73,70,60,97,75.1,79,Y,FALSE,27-28
