StudentID,FirstName,LastName,Class,Term,Math,English,Science,History,Attendance (%),ProjectScore,Passed (Y/N),IncomeStudent,Cohort
3177,Elijah,Johnson,12B,2,36.5,46.7,86.4,63.9,78.1,92.7,Y,TRUE,25-26
3007,Harper,Morgan,10B,2,35.7,72.6,63.2,75.7,82.7,79.3,Y,TRUE,25-26
3014,Isabella,Lee,12B,1,47.4,58.8,83.1,53.9,67.6,80,Y,TRUE,27-28
3107,Mason,Brown,11B,1,41.3,56.5,71.3,59.3,93.4,86.2,Y,TRUE,27-28
3171,Amelia,Johnson,12B,1,90.5,88,78.5,90.1,92.4,68,Y,TRUE,25-26
3093,Emma,Lee,12B,2,62.4,WAIVED,92.9,67.7,95.4,84.4,Y,FALSE,27-28
3173,James,Brown,12B,2,84,84.5,52.9,92.5,78.3,74.6,Y,TRUE,27-28
3161,Emma,Brown,10B,2,46.5,99.2,72.9,71.7,86.5,80.3,Y,FALSE,26-27
3049,Elijah,Taylor,10B,1,98.7,66.4,62.2,87.9,91.1,77.8,Y,TRUE,26-27
3144,Benjamin,Taylor,12B,2,93.3,90.7,61.5,85.3,86.7,63.1,Y,TRUE,27-28
3012,Daniel,Brown,10B,2,96,33,46.9,88.7,91.4,80,Y,TRUE,26-27
3055,James,Taylor,10B,1,66.4,35.4,39.1,52.4,66.2,54.9,N,FALSE,27-28
3068,Alice,Taylor,12B,1,67.7,68.9,85.3,59.2,89.9,64.8,Y,TRUE,26-27
3071,Mia,Johnson,12B,1,92.6,67.7,79.6,38.1,85.6,79.6,Y,TRUE,26-27
3031,Ava,Johnson,11B,1,48.5,74,78.3,42.7,86.4,84.7,Y,FALSE,27-28
2000,Olivia,White,10B,1,80.7,64.8,96,80.7,75,58.6,Y,TRUE,27-28
3006,Sophia,White,10B,1,83.5,88,93.2,93,90.8,67.9,Y,FALSE,25-26
3043,Alice,Johnson,12B,2,62.4,58,32.7,89.1,77,89.3,Y,TRUE,26-27
3066,Benjamin,Morgan,10B,2,37.7,47.7,87.3,65,67.1,64.4,Y,FALSE,26-27
3026,Ethan,Lee,10B,1,89.4,68.2,72.3,59.4,61.4,69,Y,FALSE,26-27
3157,Harper,Walker,12B,2,43.5,41.1,52.6,82.3,75.2,71.1,Y,FALSE,27-28
3184,Olivia,Taylor,11B,2,78.1,59,98.5,92.4,66.4,70.8,Y,TRUE,27-28
3194,Ethan,Harris,12B,1,31.1,85.8,90.1,37,91.1,91.3,Y,TRUE,27-28
3135,Sophia,Lee,10B,1,57,44,65.2,59.6,75.1,97,Y,TRUE,25-26
3179,Olivia,Smith,10B,1,76.3,35.1,85.4,45.5,84.2,98.5,Y,FALSE,27-28
3186,Sophia,Morgan,12B,2,61.5,60.2,33.2,90.8,88.7,69.1,Y,TRUE,26-27
3114,Mia,Morgan,11B,1,68.7,87.4,91,99.2,85.1,57.3,Y,TRUE,25-26
3133,Ava,Smith,11B,2,55.8,58.6,95.5,82.7,78.9,55.4,Y,FALSE,27-28
3158,Mia,Walker,12B,2,60,88,53.9,92.3,67,90,Y,TRUE,25-26
3126,Noah,Walker,10B,2,95,92.5,60.8,35.9,80.6,96,Y,TRUE,26-27
3140,Lucas,Johnson,12B,1,48.4,46.2,59.2,58.8,61,65.5,Y,FALSE,25-26
3116,Liam,Johnson,12B,2,49.1,49.7,67.2,74.2,97,49.5,Y,TRUE,27-28
3195,Alice,Morgan,12B,2,62.6,39.6,38,37.4,96.6,91.6,N,TRUE,25-26
3029,Lucas,Lee,11B,1,49.4,60.1,91.9,84.8,95.1,46,Y,TRUE,27-28
3124,Emma,Smith,11B,1,32.5,39.5,59.5,64.4,95.5,79.6,N,TRUE,25-26
3009,Liam,Brown,11B,1,45.5,55.8,55.4,58.2,75.5,51,Y,TRUE,27-28
3162,Harper,Johnson,11B,2,56.4,68.4,85.5,66.8,99.4,62.9,Y,TRUE,26-27
3155,Isabella,Lee,10B,2,77.4,62.7,73.2,44.8,69.5,70.3,Y,FALSE,26-27
3188,Mia,Walker,12B,2,83.4,45.3,60,71.4,63.5,65.5,Y,FALSE,27-28
3084,Lucas,Lee,11B,1,54.3,88.6,77.6,79.5,84,52.3,Y,FALSE,25-26
3092,Ava,Johnson,11B,2,68.7,63.1,61.3,71.7,85.2,70.2,Y,TRUE,26-27
3111,Daniel,Taylor,11B,2,40.5,59.9,74.3,96.3,75.7,49.1,Y,TRUE,27-28
3174,James,Martin,10B,1,67.6,94,82.2,83.3,97.6,63,Y,TRUE,25-26
3183,Benjamin,Martin,11B,1,64.2,62.2,76.5,69.4,91.1,52.5,Y,TRUE,25-26
3042,Ava,Harris,10B,1,63.8,30.2,95.4,72.5,65.7,97.7,Y,TRUE,25-26
3011,Emma,Brown,10B,2,97.2,95.6,96,98,69.6,55.2,Y,FALSE,26-27
3040,James,Morgan,10B,1,95.4,59.4,96.5,77.1,86.5,47.1,Y,FALSE,27-28
3056,Sophia,Brown,12B,2,68.5,95.8,49.8,30.5,74.1,58.4,Y,FALSE,26-27
3010,Lucas,Martin,12B,2,77.7,52.4,52.5,57.8,64.7,81.9,Y,FALSE,26-27
3058,Benjamin,Martin,11B,1,34.9,53.8,33,63.8,84.4,53.1,N,FALSE,27-28
3153,Lucas,Walker,12B,1,44.2,62.6,87.3,82.8,85.8,50.9,Y,FALSE,27-28
3180,Benjamin,Lee,10B,2,36.1,34.8,94,58.7,91.1,92.2,Y,FALSE,25-26
3005,Lucas,Brown,12B,1,44.7,42.8,31.3,43.9,79.4,49.4,N,TRUE,26-27
3008,Sophia,Morgan,10B,1,32.7,90.1,49.6,71.7,,64.2,Y,TRUE,26-27
3075,Sophia,Brown,12B,1,49.9,92.4,WAIVED,74.8,64.7,81.5,Y,FALSE,25-26
3105,Lucas,White,10B,1,41.6,99.5,61.4,50.9,89.9,42.1,Y,FALSE,27-28
3041,Sophia,Lee,12B,1,76.4,83.3,75.4,57.1,67.3,75.4,Y,TRUE,27-28
3078,Sophia,Martin,12B,2,44.1,96.7,35.9,79.4,79.4,64.9,Y,FALSE,25-26
3099,Evelyn,Harris,11B,2,64.5,93.6,92.1,94.7,81,67.4,Y,TRUE,25-26
3147,Isabella,Morgan,10B,2,95.4,60.6,46,70.9,80,78.5,Y,FALSE,25-26
3027,Sophia,Smith,11B,2,WAIVED,86,57.9,31.3,67.8,94.1,Y,FALSE,25-26
3064,James,Smith,11B,1,31.5,44,83.6,57.7,85.7,40.6,Y,FALSE,25-26
3094,Evelyn,Morgan,12B,1,90,59.4,51.8,33.2,73.6,94.9,Y,TRUE,27-28
3117,Lucas,Martin,10B,2,40.5,61,99.8,67,94.2,85.7,Y,FALSE,26-27
3136,Mia,Brown,10B,2,90.4,76.6,71.9,53,89.1,92.6,Y,TRUE,27-28
3145,Amelia,Walker,11B,1,65.1,73.8,87.2,48.9,94.8,50.7,Y,FALSE,27-28
3166,James,Taylor,11B,1,70.5,59.5,90.3,81.5,63.9,65.2,Y,TRUE,26-27
3047,James,Harris,12B,1,63.3,88.7,60.3,34.4,96.6,97.2,Y,FALSE,27-28
3032,Noah,Harris,11B,2,56.3,88.1,39.2,94.9,72.9,59.1,Y,TRUE,27-28
3034,Mia,Brown,11B,1,41,51.5,92,72,80.9,68,Y,FALSE,26-27
3090,Amelia,Walker,11B,1,97,41.5,88.8,78.6,91.7,71.6,Y,FALSE,27-28
3110,Alice,Brown,11B,1,44.4,55.2,56.9,57.4,99.2,47.9,Y,FALSE,26-27
3002,Sophia,Brown,12B,1,42.7,43.8,36.9,42.8,78,68.6,N,TRUE,26-27
3067,Ethan,Taylor,10B,1,86.7,36.2,91.1,90.9,68.3,95,Y,FALSE,27-28
3127,Ava,Harris,12B,1,61.5,99.4,99.8,86.8,64.1,96.7,Y,FALSE,26-27
3016,Isabella,Taylor,11B,2,57.9,55.9,73.7,63.6,91.8,66,Y,FALSE,27-28
3021,Logan,Walker,10B,1,39.1,81.3,40.8,63.8,70,56.7,Y,FALSE,26-27
3106,Liam,Lee,11B,1,88.4,73.3,38.7,90.7,82.6,84.2,Y,FALSE,27-28
3069,James,Lee,11B,2,88,58.7,70.4,37,66,50,Y,FALSE,26-27
3095,Lucas,White,12B,2,35.1,86.4,70.2,85,73.3,92.7,Y,TRUE,27-28
3103,Mia,Lee,11B,2,41.4,37.5,31.2,42.7,64.8,99.4,N,TRUE,27-28
3129,Amelia,Morgan,11B,1,82.5,36.3,98.5,94.7,83.8,89.2,Y,FALSE,25-26
3181,Emma,Taylor,10B,1,66.2,65.4,57.4,32.9,62.2,69.9,Y,TRUE,27-28
3050,Logan,Taylor,10B,1,93.4,41.4,68.8,98.5,69.9,60.6,Y,FALSE,27-28
3089,Mia,Taylor,11B,1,76.1,76.7,80.9,74.2,91.8,89.6,Y,FALSE,25-26
3160,Lucas,Lee,10B,1,61.4,96.9,86.4,66.3,64.8,52.1,Y,TRUE,25-26
3193,Ava,Walker,11B,1,68.2,50.2,48.8,47.4,68.1,54.1,Y,TRUE,25-26
3196,Daniel,Morgan,10B,2,47.1,44.9,59,47.8,72.1,41.9,N,FALSE,27-28
3077,Ava,Morgan,11B,1,87.8,34.4,96.2,62.4,,43.4,Y,FALSE,27-28
3076,Elijah,Martin,10B,1,66.9,63.5,89,42.3,90,89.2,Y,TRUE,25-26
3096,Amelia,White,11B,1,44.3,39,48.8,46.1,86,56.7,N,FALSE,26-27
3170,Elijah,Martin,12B,1,66.9,65.7,65.9,98,67.9,97.2,Y,TRUE,26-27
3028,Sophia,Walker,11B,1,56.2,95.5,63.9,87.6,83.1,84.3,Y,FALSE,26-27
3151,Amelia,Taylor,11B,2,33.5,96.7,51.9,50.6,90.6,99.1,Y,FALSE,26-27
3185,Noah,Brown,12B,1,89.6,54.2,72.9,89,89.8,69.9,Y,TRUE,25-26
3074,Evelyn,Smith,11B,1,55.8,75.8,79.3,72.7,91.7,51,Y,TRUE,25-26
3109,Logan,Morgan,11B,1,45.5,34.6,87.7,78.7,96.8,66.3,Y,TRUE,25-26
3134,Olivia,Smith,11B,2,31.8,76.9,70.5,32.4,89.4,66.3,Y,FALSE,27-28
3132,Benjamin,White,10B,1,39.9,61.5,71.1,81.6,68.4,73.1,Y,FALSE,27-28
3190,Mia,White,10B,1,64.6,52.2,58.6,78.9,78.1,99.4,Y,FALSE,25-26
3013,Sophia,Harris,12B,1,88.5,61.2,69.3,68.9,62.9,56,Y,TRUE,26-27
3018,Isabella,Harris,11B,1,61.9,52.7,93,87.9,60.1,71.4,Y,FALSE,26-27
3175,Ava,White,12B,2,51,48.2,30.3,73.1,77.6,40.2,Y,FALSE,26-27
3025,Liam,Martin,10B,1,37.7,51.3,76.7,38.1,87.6,73.3,Y,TRUE,27-28
3037,Harper,Taylor,12B,1,80.3,93.2,67.6,46.8,96.1,88.6,Y,TRUE,26-27
3080,Mia,Harris,11B,1,62.2,82.5,60.1,55.2,65.7,86.7,Y,TRUE,27-28
3148,Lucas,Smith,10B,2,77.8,84.5,74.1,79,86.9,67.8,Y,TRUE,25-26
3122,Mia,Taylor,12B,2,39.4,64.2,79.9,30.9,62.8,92,Y,TRUE,25-26
3141,Isabella,Harris,10B,99,53.3,45.4,43.3,40.7,94,78,N,TRUE,26-27
